id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
6920,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,h264,820000,25,480,360,216020,28.914
6921,645.84,vp8,320,240,95903,Autos & Vehicles,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,109000,15,1920,1080,655924,25.554
6922,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,539000,29.97,1920,1080,218932,18.985
6923,177.33333,mpeg4,176,144,53707,Comedy,12,37,2091,0,2128,100969,1089548,0,1190517,vp8,56000,15,1920,1080,163024,15.625
6924,189.956,flv,320,240,231296,Entertainment,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,3000000,25,1280,720,218664,16.589
6925,42.2,h264,480,360,288705,News & Politics,25,23,1033,0,1056,216154,1306770,0,1522924,h264,109000,24,1280,720,327924,16.705
6926,391.08,h264,640,480,230847,Autos & Vehicles,25,209,9569,0,9778,9023743,2261252,0,11284995,h264,5000000,25,1920,1080,653416,52.931
6927,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,820000,25,640,480,217544,28.582
6928,77.233,h264,480,360,382461,News & Politics,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,56000,15,1280,720,219480,10.369
6929,157.80167,h264,1280,720,2885589,Autos & Vehicles,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,820000,25,640,480,216064,19.857
6930,250.017,h264,320,240,153059,Autos & Vehicles,29,128,7366,0,7494,856855,3926589,0,4783444,h264,242000,15,1280,720,316724,18.269
6931,254.922,vp8,480,360,260667,Science & Technology,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,3000000,24,1920,1080,647380,122.816
6932,1682.534,h264,480,360,671673,Music,30,906,49571,0,50477,14123866,127140240,0,141264106,h264,5000000,12,1920,1080,667976,105.715
6933,163.897,flv,320,240,267032,People & Blogs,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,56000,29.97,1280,720,219656,15.929
6934,189.956,flv,320,240,231296,Gaming,29,97,5597,0,5694,580292,4911734,0,5492026,h264,5000000,25,640,480,218664,21.925
6935,222.53334,h264,480,360,500449,People & Blogs,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,3000000,24,1920,1080,217348,43.551
6936,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,5000000,25,1920,1080,200320,43.407
6937,216.55,h264,320,240,291150,Entertainment,29,112,6379,0,6491,1789334,6091735,0,7881069,h264,5000000,15,640,480,212576,16.201
6938,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,109000,29.97,480,360,218932,16.965
6939,1140.349,vp8,1280,720,2394626,Nonprofits & Activis,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,109000,12,1280,720,314180,19.565
6940,255.28,flv,320,240,250276,Travel & Events,25,110,6272,0,6382,611474,7374864,0,7986338,h264,3000000,29.97,640,480,216820,34.218
6941,157.891,h264,480,360,406908,Comedy,29,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,56000,29.97,1280,720,219464,11.701
6942,316.95166,mpeg4,176,144,55396,Comedy,12,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,56000,24,1920,1080,165700,11.965
6943,304.927,vp8,320,240,134334,Entertainment,25.075659,82,7541,0,7623,833754,4286526,0,5120280,h264,242000,29.97,1280,720,320460,26.854
6944,64.933,flv,320,240,236793,News & Politics,15,39,936,0,975,318954,1603007,0,1921961,h264,3000000,15,480,360,217080,14.025
6945,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,109000,24,1920,1080,676288,34.686
6946,95.462,h264,640,480,809256,Entertainment,29,51,2811,0,2862,886496,8770159,0,9656655,h264,539000,29.97,640,480,221160,20.157
6947,645.84,vp8,320,240,95903,Music,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,3000000,25,640,480,219200,10.157
6948,270.655,vp8,640,480,652967,Sports,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,3000000,25,1920,1080,219480,61.572
6949,292.092,h264,480,360,480125,Autos & Vehicles,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,5000000,25,1280,720,219480,36.134
6950,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,h264,5000000,25,1280,720,299392,84.041
6951,157.80167,h264,1280,720,2885589,Science & Technology,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,3000000,15,1280,720,348796,41.271
6952,458.625,h264,640,480,517364,Sports,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,29.97,640,480,216820,12.657
6953,645.84,vp8,320,240,95903,Nonprofits & Activis,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,242000,25,1280,720,218932,16.857
6954,69.933,flv,320,240,272898,Music,15,37,1013,0,1050,349781,2035796,0,2385577,h264,242000,24,1920,1080,609656,41.611
6955,33.09,h264,320,240,279173,Gaming,13,22,434,0,456,101794,1052937,0,1154731,h264,3000000,29.97,480,360,219480,16.101
6956,216.55,h264,320,240,291150,Entertainment,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,3000000,29.97,1920,1080,186728,16.545
6957,52.68,h264,480,360,372001,Sports,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,539000,25,1920,1080,140080,39.006
6958,77.233,h264,480,360,382461,Education,30,53,2265,0,2318,182297,3510033,0,3692330,h264,3000000,15,480,360,219480,13.245
6959,286.995,h264,480,360,508160,Gaming,23,156,6726,0,6882,2285153,15944803,0,18229956,vp8,5000000,25,1920,1080,216820,60.34
6960,131.76,vp8,640,480,104723,People & Blogs,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,5000000,25,1280,720,327008,27.518
6961,217.518,h264,480,360,83054,Autos & Vehicles,29,112,6408,0,6520,406683,1851539,0,2258222,h264,242000,24,1920,1080,651348,36.646
6962,217.518,h264,480,360,83054,Music,29,112,6408,0,6520,406683,1851539,0,2258222,mpeg4,5000000,29.97,1920,1080,216820,14.421
6963,217.518,h264,480,360,83054,People & Blogs,29,112,6408,0,6520,406683,1851539,0,2258222,vp8,242000,15,1920,1080,217080,17.281
6964,282.56,h264,640,480,559834,Entertainment,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,109000,24,1280,720,332236,16.609
6965,292.092,h264,480,360,480125,People & Blogs,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,242000,25,1920,1080,646328,50.247
6966,167.39166,h264,1280,720,2207484,Entertainment,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,242000,29.97,1280,720,219656,20.869
6967,176.901,vp8,480,360,26968,Comedy,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,820000,25,1920,1080,218932,11.853
6968,69.933,flv,320,240,272898,People & Blogs,15,37,1013,0,1050,349781,2035796,0,2385577,h264,539000,24,1280,720,297952,37.582
6969,379.32,h264,480,360,181960,Education,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,539000,29.97,1920,1080,219480,32.802
6970,750.433,vp8,1280,720,794075,Shows,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,539000,24,1920,1080,677388,52.003
6971,80.536,h264,480,360,690041,News & Politics,29,43,2374,0,2417,618732,6327913,0,6946645,h264,539000,29.97,1280,720,332164,50.667
6972,254.922,vp8,480,360,260667,People & Blogs,30.062992,51,7585,0,7636,918325,7387906,0,8306231,vp8,242000,12,1920,1080,221160,16.213
6973,74.535,mpeg4,176,144,55305,Sports,12,15,879,0,894,23996,491276,0,515272,h264,539000,25,1280,720,309780,27.626
6974,426.945,h264,1280,720,1064703,Music,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,5000000,24,320,240,219480,12.649
6975,127.221664,h264,1920,1080,3080852,Film & Animation,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,539000,29.97,1280,720,394484,50.631
6976,458.625,h264,640,480,517364,Nonprofits & Activis,29,245,13501,0,13746,5308581,24350943,0,29659524,mpeg4,3000000,29.97,1280,720,216820,10.517
6977,224.6,vp8,480,360,429026,People & Blogs,25.066965,65,5550,0,5615,758718,11286189,0,12044907,h264,3000000,25,1920,1080,640812,98.898
6978,304.927,vp8,320,240,134334,Gaming,25.075659,82,7541,0,7623,833754,4286526,0,5120280,h264,539000,25,640,480,216820,14.729
6979,906.5983,mpeg4,176,144,56108,Music,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,242000,24,1920,1080,165668,19.369
6980,130.35667,mpeg4,176,144,54590,People & Blogs,12,27,1537,0,1564,64483,825054,0,889537,mpeg4,3000000,25,1920,1080,102092,11.897
6981,256.20834,mpeg4,176,144,57565,Music,12,56,3018,0,3074,302900,1540700,0,1843600,vp8,242000,24,1920,1080,219480,17.461
6982,189.956,flv,320,240,231296,Autos & Vehicles,29,97,5597,0,5694,580292,4911734,0,5492026,h264,242000,12,1280,720,310140,17.493
6983,458.625,h264,640,480,517364,Sports,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,820000,25,1280,720,216820,16.073
6984,130.35667,mpeg4,176,144,54590,Gaming,12,27,1537,0,1564,64483,825054,0,889537,vp8,5000000,29.97,1280,720,48476,16.845
6985,273.816,vp8,1920,1080,1571003,News & Politics,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,56000,12,1920,1080,647652,25.03
6986,286.995,h264,480,360,508160,Pets & Animals,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,820000,25,640,480,216820,21.725
6987,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,15,1280,720,378164,78.973
6988,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,242000,25,480,360,219656,13.013
6989,69.93833,mpeg4,176,144,56717,Entertainment,12,14,825,0,839,47521,448322,0,495843,vp8,820000,12,1920,1080,221152,21.353
6990,131.76,vp8,640,480,104723,Entertainment,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,56000,15,1920,1080,221152,18.001
6991,157.80167,h264,1280,720,2885589,Music,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,56000,29.97,1280,720,216020,26.802
6992,157.80167,h264,1280,720,2885589,Howto & Style,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,56000,24,1280,720,216020,24.634
6993,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,3000000,24,1280,720,219656,10.185
6994,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,h264,5000000,29.97,1280,720,339340,86.893
6995,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,3000000,25,480,360,215848,10.601
6996,476.957,vp8,1280,720,1387100,Music,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,15,1920,1080,165700,32.698
6997,42.2,h264,480,360,288705,News & Politics,25,23,1033,0,1056,216154,1306770,0,1522924,h264,109000,29.97,1280,720,326992,19.217
6998,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,h264,820000,29.97,1280,720,317856,34.282
6999,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,820000,24,1280,720,219480,26.714
7000,645.84,vp8,320,240,95903,Entertainment,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,539000,12,1920,1080,655792,44.359
7001,163.897,flv,320,240,267032,Sports,29,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,3000000,29.97,1920,1080,219656,16.109
7002,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,12,640,480,219480,24.458
7003,39.055,h264,1920,1080,5992818,Pets & Animals,30,26,1144,0,1170,839251,28416939,0,29256190,h264,539000,25,640,480,216020,32.354
7004,239.14166,h264,480,360,500198,Education,25,110,5868,0,5978,1406751,13545526,0,14952277,vp8,56000,12,1920,1080,99220,18.385
7005,714.371,vp8,1280,720,652356,Comedy,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,820000,29.97,1280,720,164988,27.038
7006,42.2,h264,480,360,288705,Entertainment,25,23,1033,0,1056,216154,1306770,0,1522924,h264,109000,15,1280,720,328776,12.701
7007,292.092,h264,480,360,480125,Pets & Animals,29,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,242000,24,1920,1080,219480,13.409
7008,189.956,flv,320,240,231296,Entertainment,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,3000000,29.97,1280,720,218664,19.021
7009,326.58832,h264,1920,1080,5999648,Sports,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,3000000,12,640,480,218932,17.501
7010,222.53334,h264,480,360,500449,Education,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,56000,15,1920,1080,217336,21.141
7011,225.08,h264,480,360,538452,People & Blogs,25,113,5515,0,5628,1873408,13275961,0,15149369,vp8,242000,15,1920,1080,216820,19.197
7012,157.891,h264,480,360,406908,Comedy,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,56000,12,1920,1080,653540,19.181
7013,222.53334,h264,480,360,500449,People & Blogs,30,219,6457,0,6676,2821722,11099102,0,13920824,h264,109000,25,1920,1080,646388,32.21
7014,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,820000,25,1920,1080,218664,32.01
7015,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,h264,3000000,25,480,360,165700,10.777
7016,282.56,h264,640,480,559834,Comedy,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,242000,25,1280,720,221152,15.341
7017,225.08,h264,480,360,538452,Education,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,5000000,15,1280,720,324852,50.583
7018,167.39166,h264,1280,720,2207484,Comedy,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,539000,25,1280,720,219656,23.721
7019,292.092,h264,480,360,480125,Travel & Events,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,820000,25,1280,720,219480,26.366
7020,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,242000,12,1280,720,219656,13.345
7021,292.092,h264,480,360,480125,Gaming,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,3000000,25,480,360,219480,22.585
7022,385.052,vp8,1280,720,441862,People & Blogs,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,56000,24,1920,1080,219480,31.758
7023,59.883,vp8,1280,720,994960,Entertainment,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,109000,15,1280,720,318056,16.781
7024,250.017,h264,320,240,153059,Comedy,29,128,7366,0,7494,856855,3926589,0,4783444,h264,3000000,25,640,480,218932,22.841
7025,1768.9417,mpeg4,176,144,56152,Music,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,5000000,12,1920,1080,635072,111.123
7026,131.76,vp8,640,480,104723,Gaming,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,3000000,24,1280,720,326696,26.874
7027,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,242000,12,320,240,217544,11.441
7028,203.198,flv,320,240,239336,Travel & Events,29,104,5974,0,6078,853613,5225468,0,6079081,h264,820000,29.97,640,480,221160,17.713
7029,189.956,flv,320,240,231296,Gaming,29,97,5597,0,5694,580292,4911734,0,5492026,h264,56000,24,1920,1080,640768,31.042
7030,39.055,h264,1920,1080,5992818,Music,30,26,1144,0,1170,839251,28416939,0,29256190,flv,109000,12,1920,1080,216020,10.777
7031,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,242000,15,1280,720,333764,27.258
7032,59.883,vp8,1280,720,994960,Entertainment,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,3000000,12,1280,720,155028,13.969
7033,203.198,flv,320,240,239336,People & Blogs,29,104,5974,0,6078,853613,5225468,0,6079081,h264,242000,24,1920,1080,611244,40.187
7034,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,539000,29.97,1920,1080,218932,17.461
7035,67.583336,mpeg4,176,144,51225,Autos & Vehicles,12,15,777,0,792,47585,385164,0,432749,h264,539000,24,640,480,219480,11.641
7036,448.575,vp8,1280,720,2052426,Gaming,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,539000,25,480,360,217080,12.321
7037,270.655,vp8,640,480,652967,Science & Technology,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,3000000,29.97,1920,1080,639136,150.713
7038,52.68,h264,480,360,372001,Entertainment,25,53,1265,0,1318,870136,1579497,0,2449633,h264,539000,12,1920,1080,644900,47.439
7039,217.518,h264,480,360,83054,Education,29,112,6408,0,6520,406683,1851539,0,2258222,h264,56000,24,1920,1080,650784,24.334
7040,216.55,h264,320,240,291150,Comedy,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,242000,24,1280,720,193376,14.665
7041,250.017,h264,320,240,153059,People & Blogs,29,128,7366,0,7494,856855,3926589,0,4783444,mpeg4,5000000,25,1920,1080,218664,14.601
7042,270.655,vp8,640,480,652967,Pets & Animals,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,5000000,25,480,360,219480,11.349
7043,34.168,vp8,480,360,186895,People & Blogs,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,109000,24,1280,720,311260,16.269
7044,254.922,vp8,480,360,260667,People & Blogs,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,539000,29.97,480,360,221160,14.125
7045,43.827,flv,320,240,272273,Music,25,23,1081,0,1104,137210,1354404,0,1491614,h264,242000,24,1920,1080,610092,53.971
7046,39.055,h264,1920,1080,5992818,Autos & Vehicles,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,109000,29.97,480,360,215848,13.709
7047,458.625,h264,640,480,517364,Autos & Vehicles,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,242000,24,1920,1080,216820,33.606
7048,274.541,vp8,480,360,139791,People & Blogs,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,3000000,29.97,1920,1080,657604,110.051
7049,217.518,h264,480,360,83054,Autos & Vehicles,29,112,6408,0,6520,406683,1851539,0,2258222,h264,539000,29.97,1280,720,321216,31.046
7050,130.35667,mpeg4,176,144,54590,Gaming,12,27,1537,0,1564,64483,825054,0,889537,vp8,539000,12,1920,1080,87136,20.737
7051,127.221664,h264,1920,1080,3080852,Gaming,23,70,2980,0,3050,3818903,45174992,0,48993895,vp8,539000,15,640,480,217348,13.437
7052,426.945,h264,1280,720,1064703,Entertainment,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,539000,29.97,480,360,219480,15.277
7053,256.20834,mpeg4,176,144,57565,Nonprofits & Activis,12,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,3000000,29.97,1920,1080,219480,12.761
7054,458.625,h264,640,480,517364,Entertainment,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,820000,12,1920,1080,679128,34.862
7055,39.055,h264,1920,1080,5992818,Music,30,26,1144,0,1170,839251,28416939,0,29256190,h264,820000,12,1280,720,376572,47.591
7056,256.20834,mpeg4,176,144,57565,People & Blogs,12,56,3018,0,3074,302900,1540700,0,1843600,h264,56000,29.97,1280,720,323484,15.821
7057,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,5000000,24,1280,720,330352,69.992
7058,750.433,vp8,1280,720,794075,Music,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,3000000,24,480,360,173744,10.697
7059,39.055,h264,1920,1080,5992818,Comedy,30,26,1144,0,1170,839251,28416939,0,29256190,flv,3000000,25,640,480,216020,10.077
7060,906.5983,mpeg4,176,144,56108,Comedy,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,109000,25,1920,1080,165668,17.765
7061,107.443,vp8,480,360,320011,People & Blogs,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,5000000,24,1920,1080,669096,133.416
7062,86.486,h264,640,480,356037,Music,29,46,2547,0,2593,819680,3029350,0,3849030,h264,5000000,24,1280,720,334708,33.606
7063,326.58832,h264,1920,1080,5999648,Howto & Style,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,539000,29.97,640,480,218932,21.181
7064,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,820000,24,1920,1080,649072,63.408
7065,326.58832,h264,1920,1080,5999648,Sports,23,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,56000,12,1920,1080,218932,12.597
7066,326.58832,h264,1920,1080,5999648,Pets & Animals,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,56000,15,320,240,218932,11.229
7067,106.765,h264,1280,720,849586,Music,25,66,2603,0,2669,4427240,6911026,0,11338266,h264,109000,25,1920,1080,696412,37.222
7068,304.927,vp8,320,240,134334,Entertainment,25.075659,82,7541,0,7623,833754,4286526,0,5120280,h264,3000000,24,480,360,216820,15.677
7069,426.945,h264,1280,720,1064703,Music,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,820000,29.97,640,480,219480,11.765
7070,39.055,h264,1920,1080,5992818,Sports,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,3000000,24,480,360,215940,18.821
7071,250.017,h264,320,240,153059,Pets & Animals,29,128,7366,0,7494,856855,3926589,0,4783444,h264,5000000,24,1280,720,318336,65.84
7072,326.58832,h264,1920,1080,5999648,Entertainment,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,3000000,15,320,240,218932,10.545
7073,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,820000,29.97,1280,720,321352,31.734
7074,74.535,mpeg4,176,144,55305,Sports,12,15,879,0,894,23996,491276,0,515272,h264,539000,25,640,480,219464,11.321
7075,490.6,h264,480,360,300437,Gaming,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,56000,12,1920,1080,219480,17.469
7076,282.56,h264,640,480,559834,Comedy,25,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,242000,24,1920,1080,220900,11.837
7077,750.433,vp8,1280,720,794075,Entertainment,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,242000,29.97,1920,1080,680524,46.639
7078,143.03334,mpeg4,176,144,51082,Comedy,12,31,1685,0,1716,56405,856907,0,913312,h264,5000000,15,1280,720,308932,52.979
7079,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,25,1280,720,395576,81.209
7080,98.683334,mpeg4,176,144,55552,News & Politics,12,20,1164,0,1184,48267,636993,0,685260,vp8,3000000,24,1920,1080,217880,16.605
7081,177.33333,mpeg4,176,144,53707,Entertainment,12,37,2091,0,2128,100969,1089548,0,1190517,vp8,820000,12,1280,720,163024,11.477
7082,273.816,vp8,1920,1080,1571003,Comedy,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,3000000,24,480,360,219656,11.377
7083,255.28,flv,320,240,250276,News & Politics,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,109000,12,1920,1080,216820,18.189
7084,216.55,h264,320,240,291150,Gaming,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,820000,29.97,1920,1080,198056,41.987
7085,42.2,h264,480,360,288705,Pets & Animals,25,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,242000,25,1920,1080,216820,14.229
7086,106.765,h264,1280,720,849586,Gaming,25,66,2603,0,2669,4427240,6911026,0,11338266,h264,820000,24,1920,1080,694852,52.559
7087,270.655,vp8,640,480,652967,Pets & Animals,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,3000000,15,640,480,219480,25.334
7088,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,109000,29.97,1280,720,217348,11.521
7089,860.056,vp8,1280,720,2688309,Gaming,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,3000000,15,640,480,262784,18.345
7090,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,3000000,15,480,360,215848,10.385
7091,217.518,h264,480,360,83054,Sports,29,112,6408,0,6520,406683,1851539,0,2258222,vp8,820000,24,1280,720,217080,12.405
7092,440.967,h264,320,240,281642,News & Politics,30,236,12994,0,13230,2444863,13079542,0,15524405,h264,242000,15,1280,720,330080,18.505
7093,645.84,vp8,320,240,95903,Entertainment,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,3000000,15,1280,720,219200,17.897
7094,42.2,h264,480,360,288705,Music,25,23,1033,0,1056,216154,1306770,0,1522924,h264,3000000,25,640,480,216820,17.301
7095,95.462,h264,640,480,809256,Music,29,51,2811,0,2862,886496,8770159,0,9656655,h264,5000000,15,1920,1080,678296,104.339
7096,67.583336,mpeg4,176,144,51225,Autos & Vehicles,12,15,777,0,792,47585,385164,0,432749,h264,539000,24,1920,1080,633316,48.595
7097,106.765,h264,1280,720,849586,Gaming,25,66,2603,0,2669,4427240,6911026,0,11338266,vp8,56000,25,1920,1080,219480,32.922
7098,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,539000,24,1920,1080,219656,27.462
7099,476.957,vp8,1280,720,1387100,Entertainment,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,242000,24,640,480,165700,14.253
7100,339.667,h264,640,480,257699,People & Blogs,30,181,10010,0,10191,10121223,820261,0,10941484,vp8,5000000,29.97,1280,720,219480,13.377
7101,385.052,vp8,1280,720,441862,People & Blogs,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,539000,25,1920,1080,643960,48.139
7102,645.84,vp8,320,240,95903,People & Blogs,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,820000,29.97,1920,1080,218932,15.529
7103,286.995,h264,480,360,508160,Entertainment,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,539000,24,1920,1080,647212,61.996
7104,225.08,h264,480,360,538452,People & Blogs,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,5000000,29.97,320,240,216820,10.357
7105,86.486,h264,640,480,356037,Travel & Events,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,539000,24,1920,1080,219656,32.45
7106,203.198,flv,320,240,239336,Autos & Vehicles,29,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,5000000,29.97,1280,720,221160,12.841
7107,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,12,1280,720,376448,24.026
7108,326.58832,h264,1920,1080,5999648,Autos & Vehicles,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,5000000,15,320,240,218932,10.537
7109,64.933,flv,320,240,236793,People & Blogs,15,39,936,0,975,318954,1603007,0,1921961,h264,539000,24,640,480,217080,15.557
7110,52.68,h264,480,360,372001,Education,25,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,25,480,360,155028,21.565
7111,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,h264,56000,24,1280,720,315688,18.161
7112,43.827,flv,320,240,272273,Gaming,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,3000000,24,1280,720,218932,28.942
