id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem
14217,217.518,h264,480,360,83054,Autos & Vehicles,29,112,6408,0,6520,406683,1851539,0,2258222,h264,242000,24,640,480,217080
14218,250.017,h264,320,240,153059,Autos & Vehicles,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,539000,15,1280,720,218664
14219,80.536,h264,480,360,690041,Entertainment,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,109000,24,640,480,219480
14220,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,15,176,144,216020
14221,53.568333,h264,1280,720,2069036,News & Politics,29,56,1549,0,1605,1508787,12345566,0,13854353,vp8,3000000,25,480,360,86708
14222,581.233,h264,480,360,295979,People & Blogs,30,310,17128,0,17438,10151572,11352574,0,21504146,h264,5000000,29.97,1280,720,325552
14223,37.011665,h264,1280,720,2759449,Entertainment,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,820000,29.97,640,480,219480
14224,106.765,h264,1280,720,849586,Pets & Animals,25,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,242000,24,1920,1080,219480
14225,77.233,h264,480,360,382461,Comedy,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,3000000,24,1920,1080,219480
14226,86.486,h264,640,480,356037,Gaming,29,46,2547,0,2593,819680,3029350,0,3849030,h264,820000,12,1280,720,333064
14227,143.03334,mpeg4,176,144,51082,Gaming,12,31,1685,0,1716,56405,856907,0,913312,vp8,820000,24,1920,1080,219480
14228,750.433,vp8,1280,720,794075,Sports,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,3000000,25,1920,1080,165700
14229,33.09,h264,320,240,279173,Travel & Events,13,22,434,0,456,101794,1052937,0,1154731,vp8,109000,24,1280,720,219480
14230,1768.9417,mpeg4,176,144,56152,Entertainment,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,5000000,25,480,360,246144
14231,256.20834,mpeg4,176,144,57565,People & Blogs,12,56,3018,0,3074,302900,1540700,0,1843600,h264,5000000,24,1920,1080,653516
14232,714.371,vp8,1280,720,652356,Sports,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,539000,25,1920,1080,164988
14233,107.443,vp8,480,360,320011,Entertainment,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,539000,29.97,1920,1080,666220
14234,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,242000,25,480,360,219480
14235,143.03334,mpeg4,176,144,51082,People & Blogs,12,31,1685,0,1716,56405,856907,0,913312,mpeg4,820000,24,1920,1080,219480
14236,64.933,flv,320,240,236793,Comedy,15,39,936,0,975,318954,1603007,0,1921961,h264,56000,24,1920,1080,609164
14237,340.424,flv,320,240,244491,Music,11,69,4012,0,4081,1168939,9234909,0,10403848,vp8,5000000,29.97,1280,720,221152
14238,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,820000,15,1280,720,318280
14239,39.055,h264,1920,1080,5992818,Autos & Vehicles,30,26,1144,0,1170,839251,28416939,0,29256190,h264,820000,25,1280,720,376524
14240,379.32,h264,480,360,181960,People & Blogs,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,3000000,29.97,640,480,219480
14241,204.938,h264,480,360,297373,News & Politics,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,56000,29.97,1280,720,320772
14242,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,5000000,29.97,1920,1080,639436
14243,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,h264,3000000,29.97,480,360,212576
14244,98.683334,mpeg4,176,144,55552,Travel & Events,12,20,1164,0,1184,48267,636993,0,685260,vp8,56000,24,1920,1080,217880
14245,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,15,320,240,216020
14246,77.233,h264,480,360,382461,Howto & Style,30,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,820000,24,1920,1080,219480
14247,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,820000,29.97,480,360,217080
14248,203.198,flv,320,240,239336,Music,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,56000,12,1920,1080,221160
14249,714.371,vp8,1280,720,652356,Music,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,242000,25,480,360,165564
14250,106.765,h264,1280,720,849586,Science & Technology,25,66,2603,0,2669,4427240,6911026,0,11338266,vp8,5000000,25,1280,720,219480
14251,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,3000000,25,640,480,219480
14252,131.76,vp8,640,480,104723,Entertainment,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,820000,25,1920,1080,221152
14253,222.53334,h264,480,360,500449,Education,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,539000,15,1920,1080,217336
14254,448.575,vp8,1280,720,2052426,Sports,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,539000,25,1920,1080,654264
14255,204.938,h264,480,360,297373,Howto & Style,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,539000,25,1920,1080,646428
14256,256.20834,mpeg4,176,144,57565,Nonprofits & Activis,12,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,15,1280,720,323768
14257,290.01666,mpeg4,176,144,52783,Autos & Vehicles,12,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,539000,25,1920,1080,128624
14258,476.957,vp8,1280,720,1387100,Music,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,24,1280,720,165700
14259,69.933,flv,320,240,272898,Entertainment,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,820000,29.97,1280,720,219656
14260,34.278,flv,320,240,237140,Nonprofits & Activis,18,18,600,0,618,122543,893544,0,1016087,mpeg4,56000,24,1920,1080,79652
14261,39.055,h264,1920,1080,5992818,Music,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,5000000,25,640,480,215848
14262,80.536,h264,480,360,690041,Travel & Events,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,56000,25,1920,1080,219480
14263,282.56,h264,640,480,559834,Entertainment,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,109000,15,1920,1080,660636
14264,1140.349,vp8,1280,720,2394626,News & Politics,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,5000000,29.97,1920,1080,219480
14265,63.667,h264,640,480,972572,Sports,15,33,923,0,956,1259657,6480438,0,7740095,h264,5000000,15,320,240,219656
14266,273.816,vp8,1920,1080,1571003,Sports,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,5000000,29.97,480,360,219656
14267,176.901,vp8,480,360,26968,Comedy,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,56000,29.97,1920,1080,218932
14268,250.017,h264,320,240,153059,Autos & Vehicles,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,539000,24,1280,720,218664
14269,69.933,flv,320,240,272898,Sports,15,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,15,640,480,219656
14270,326.58832,h264,1920,1080,5999648,Gaming,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,29.97,1280,720,391240
14271,448.575,vp8,1280,720,2052426,Sports,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,539000,15,1280,720,217080
14272,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,539000,24,1920,1080,181960
14273,906.5983,mpeg4,176,144,56108,People & Blogs,12,187,10692,0,10879,597549,5760936,0,6358485,h264,5000000,12,640,480,165668
14274,67.583336,mpeg4,176,144,51225,Gaming,12,15,777,0,792,47585,385164,0,432749,h264,820000,25,1280,720,309472
14275,448.575,vp8,1280,720,2052426,News & Politics,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,5000000,29.97,640,480,217324
14276,127.221664,h264,1920,1080,3080852,Comedy,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,242000,15,1280,720,394420
14277,282.56,h264,640,480,559834,Comedy,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,109000,24,1920,1080,221152
14278,69.93833,mpeg4,176,144,56717,Music,12,14,825,0,839,47521,448322,0,495843,vp8,3000000,24,1280,720,221152
14279,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,539000,25,640,480,155028
14280,69.93833,mpeg4,176,144,56717,Gaming,12,14,825,0,839,47521,448322,0,495843,mpeg4,820000,24,1920,1080,221152
14281,448.575,vp8,1280,720,2052426,Travel & Events,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,24,1920,1080,657672
14282,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,539000,25,1920,1080,219480
14283,274.541,vp8,480,360,139791,Gaming,30.029198,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,3000000,29.97,1280,720,216064
14284,452.689,vp8,320,240,66680,Travel & Events,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,242000,29.97,1280,720,248092
14285,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,242000,25,640,480,219480
14286,106.765,h264,1280,720,849586,Sports,25,66,2603,0,2669,4427240,6911026,0,11338266,vp8,56000,12,1280,720,219480
14287,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,12,640,480,216020
14288,177.33333,mpeg4,176,144,53707,Music,12,37,2091,0,2128,100969,1089548,0,1190517,vp8,5000000,15,1920,1080,163064
14289,107.443,vp8,480,360,320011,Pets & Animals,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,56000,24,1920,1080,666128
14290,127.221664,h264,1920,1080,3080852,Entertainment,23,70,2980,0,3050,3818903,45174992,0,48993895,vp8,5000000,15,1920,1080,217436
14291,157.80167,h264,1280,720,2885589,People & Blogs,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,109000,12,1920,1080,694108
14292,1140.349,vp8,1280,720,2394626,Sports,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,56000,15,1280,720,315360
14293,273.816,vp8,1920,1080,1571003,News & Politics,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,5000000,15,1920,1080,650284
14294,86.486,h264,640,480,356037,Music,29,46,2547,0,2593,819680,3029350,0,3849030,h264,5000000,24,1920,1080,677384
14295,177.33333,mpeg4,176,144,53707,Comedy,12,37,2091,0,2128,100969,1089548,0,1190517,h264,5000000,24,1920,1080,634340
14296,110.966995,h264,480,360,397112,Sports,30,59,3271,0,3330,529627,4978664,0,5508291,h264,5000000,24,480,360,216820
14297,63.667,h264,640,480,972572,Gaming,15,33,923,0,956,1259657,6480438,0,7740095,h264,109000,29.97,1920,1080,644796
14298,340.424,flv,320,240,244491,Film & Animation,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,242000,29.97,1920,1080,608368
14299,682.5733,h264,1280,720,1108339,People & Blogs,30,373,20103,0,20476,8702095,85863236,0,94565331,h264,820000,15,1280,720,346504
14300,176.901,vp8,480,360,26968,Gaming,25.113636,38,4382,0,4420,393395,202954,0,596349,h264,5000000,12,1920,1080,586976
14301,69.93833,mpeg4,176,144,56717,Entertainment,12,14,825,0,839,47521,448322,0,495843,h264,5000000,24,1920,1080,636172
14302,74.535,mpeg4,176,144,55305,People & Blogs,12,15,879,0,894,23996,491276,0,515272,h264,3000000,24,1920,1080,629296
14303,222.53334,h264,480,360,500449,Pets & Animals,30,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,820000,25,1920,1080,217336
14304,379.32,h264,480,360,181960,Travel & Events,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,820000,25,1280,720,219480
14305,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,24,320,240,216020
14306,581.233,h264,480,360,295979,Travel & Events,30,310,17128,0,17438,10151572,11352574,0,21504146,mpeg4,3000000,29.97,1280,720,218932
14307,368.32,vp8,640,480,29096,Entertainment,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,820000,25,1920,1080,221152
14308,750.433,vp8,1280,720,794075,Music,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,56000,24,1920,1080,165700
14309,282.56,h264,640,480,559834,Gaming,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,56000,12,1920,1080,657676
14310,286.995,h264,480,360,508160,Film & Animation,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,242000,29.97,1280,720,321320
14311,157.80167,h264,1280,720,2885589,Music,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,539000,12,1920,1080,695112
14312,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,flv,5000000,29.97,1920,1080,218932
14313,286.995,h264,480,360,508160,Music,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,5000000,24,1920,1080,216820
14314,86.486,h264,640,480,356037,People & Blogs,29,46,2547,0,2593,819680,3029350,0,3849030,h264,242000,29.97,1920,1080,675816
14315,295.845,h264,1280,720,1524698,Film & Animation,29,158,8708,0,8866,16217561,40166730,0,56384291,h264,242000,24,1920,1080,691636
14316,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,15,640,480,219480
14317,130.35667,mpeg4,176,144,54590,People & Blogs,12,27,1537,0,1564,64483,825054,0,889537,h264,3000000,29.97,1920,1080,633316
14318,458.625,h264,640,480,517364,Music,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,56000,24,1280,720,338576
14319,49.178333,mpeg4,176,144,54338,Education,7,10,334,0,344,33046,300986,0,334032,mpeg4,109000,29.97,1920,1080,221152
14320,203.198,flv,320,240,239336,People & Blogs,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,242000,15,1280,720,221160
14321,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,820000,24,1920,1080,219656
14322,286.995,h264,480,360,508160,Music,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,5000000,24,1280,720,216820
14323,581.233,h264,480,360,295979,Autos & Vehicles,30,310,17128,0,17438,10151572,11352574,0,21504146,vp8,820000,25,1280,720,218932
14324,33.09,h264,320,240,279173,Sports,13,22,434,0,456,101794,1052937,0,1154731,h264,3000000,15,640,480,219480
14325,177.33333,mpeg4,176,144,53707,People & Blogs,12,37,2091,0,2128,100969,1089548,0,1190517,h264,820000,29.97,640,480,164736
14326,69.933,flv,320,240,272898,Music,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,109000,25,1920,1080,219656
14327,311.1,mpeg4,176,144,56416,Film & Animation,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,3000000,12,1920,1080,221160
14328,368.32,vp8,640,480,29096,People & Blogs,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,3000000,15,1920,1080,221152
14329,127.221664,h264,1920,1080,3080852,Nonprofits & Activis,23,70,2980,0,3050,3818903,45174992,0,48993895,vp8,56000,12,1920,1080,217348
14330,282.56,h264,640,480,559834,Sports,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,5000000,24,1920,1080,221152
14331,127.221664,h264,1920,1080,3080852,News & Politics,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,820000,12,1920,1080,709364
14332,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,242000,24,176,144,218932
14333,80.536,h264,480,360,690041,Entertainment,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,242000,29.97,1920,1080,219480
14334,167.39166,h264,1280,720,2207484,Howto & Style,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,5000000,24,480,360,219656
14335,274.541,vp8,480,360,139791,Music,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,820000,29.97,1920,1080,216820
14336,473,h264,320,240,164017,News & Politics,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,539000,15,480,360,220900
14337,80.536,h264,480,360,690041,Pets & Animals,29,43,2374,0,2417,618732,6327913,0,6946645,h264,3000000,12,640,480,219480
14338,714.371,vp8,1280,720,652356,People & Blogs,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,539000,15,1280,720,327044
14339,379.32,h264,480,360,181960,Science & Technology,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,539000,29.97,640,480,219480
14340,37.011665,h264,1280,720,2759449,Gaming,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,5000000,25,320,240,219480
14341,222.53334,h264,480,360,500449,Sports,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,242000,25,1280,720,217336
14342,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,539000,29.97,1920,1080,155028
14343,340.424,flv,320,240,244491,Entertainment,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,5000000,24,1920,1080,606816
14344,391.08,h264,640,480,230847,Gaming,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,56000,29.97,1920,1080,219480
14345,292.092,h264,480,360,480125,Entertainment,29,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,3000000,29.97,1920,1080,219480
14346,274.541,vp8,480,360,139791,Gaming,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,5000000,15,1920,1080,654432
14347,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,h264,5000000,29.97,640,480,212576
14348,1140.349,vp8,1280,720,2394626,Music,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,5000000,29.97,320,240,219480
14349,37.011665,h264,1280,720,2759449,Music,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,109000,29.97,1280,720,219480
14350,189.956,flv,320,240,231296,News & Politics,29,97,5597,0,5694,580292,4911734,0,5492026,h264,820000,24,640,480,218664
14351,473,h264,320,240,164017,Entertainment,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,5000000,24,1920,1080,220900
14352,69.933,flv,320,240,272898,Howto & Style,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,109000,24,1920,1080,219656
14353,86.486,h264,640,480,356037,Music,29,46,2547,0,2593,819680,3029350,0,3849030,mpeg4,820000,29.97,1280,720,219656
14354,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,820000,29.97,480,360,121188
14355,86.486,h264,640,480,356037,Science & Technology,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,56000,25,1280,720,219656
14356,106.765,h264,1280,720,849586,Comedy,25,66,2603,0,2669,4427240,6911026,0,11338266,vp8,539000,25,1920,1080,219480
14357,316.95166,mpeg4,176,144,55396,Education,12,64,3739,0,3803,111850,2082902,0,2194752,h264,820000,24,1280,720,316372
14358,379.32,h264,480,360,181960,Gaming,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,56000,25,1280,720,322620
14359,33.09,h264,320,240,279173,People & Blogs,13,22,434,0,456,101794,1052937,0,1154731,mpeg4,5000000,15,1920,1080,219480
14360,203.198,flv,320,240,239336,Science & Technology,29,104,5974,0,6078,853613,5225468,0,6079081,h264,3000000,25,1920,1080,612904
14361,255.28,flv,320,240,250276,Gaming,25,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,820000,29.97,1920,1080,216820
14362,110.966995,h264,480,360,397112,Sports,30,59,3271,0,3330,529627,4978664,0,5508291,h264,242000,12,1280,720,318600
14363,110.966995,h264,480,360,397112,Music,30,59,3271,0,3330,529627,4978664,0,5508291,vp8,539000,12,1280,720,216820
14364,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,h264,242000,29.97,1280,720,311404
14365,59.883,vp8,1280,720,994960,Film & Animation,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,3000000,29.97,1920,1080,156252
14366,63.667,h264,640,480,972572,Howto & Style,15,33,923,0,956,1259657,6480438,0,7740095,h264,539000,15,1920,1080,657404
14367,274.541,vp8,480,360,139791,Comedy,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,56000,25,1280,720,316924
14368,798.5333,mpeg4,176,144,56106,Music,12,160,9422,0,9582,316307,5284072,0,5600379,mpeg4,820000,24,1920,1080,102596
14369,80.536,h264,480,360,690041,People & Blogs,29,43,2374,0,2417,618732,6327913,0,6946645,h264,3000000,15,480,360,219480
14370,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,109000,15,1280,720,320940
14371,43.827,flv,320,240,272273,Education,25,23,1081,0,1104,137210,1354404,0,1491614,h264,56000,29.97,1920,1080,608716
14372,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,109000,24,1280,720,82992
14373,163.897,flv,320,240,267032,Entertainment,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,3000000,24,1280,720,219656
14374,63.667,h264,640,480,972572,News & Politics,15,33,923,0,956,1259657,6480438,0,7740095,h264,820000,15,1920,1080,656572
14375,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,vp8,820000,24,1920,1080,165700
14376,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,15,176,144,218932
14377,304.927,vp8,320,240,134334,Gaming,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,242000,24,1920,1080,216820
14378,458.625,h264,640,480,517364,Film & Animation,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,109000,25,1280,720,216820
14379,426.945,h264,1280,720,1064703,Music,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,242000,15,1920,1080,673520
14380,39.055,h264,1920,1080,5992818,Music,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,539000,25,640,480,215848
14381,292.092,h264,480,360,480125,Autos & Vehicles,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,242000,29.97,640,480,219480
14382,645.84,vp8,320,240,95903,Entertainment,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,539000,12,640,480,219200
14383,256.20834,mpeg4,176,144,57565,Music,12,56,3018,0,3074,302900,1540700,0,1843600,h264,242000,15,1920,1080,663892
14384,255.28,flv,320,240,250276,Education,25,110,6272,0,6382,611474,7374864,0,7986338,h264,539000,12,640,480,216820
14385,490.6,h264,480,360,300437,Gaming,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,820000,29.97,1920,1080,219480
14386,39.055,h264,1920,1080,5992818,News & Politics,30,26,1144,0,1170,839251,28416939,0,29256190,flv,3000000,15,1920,1080,216020
14387,157.891,h264,480,360,406908,People & Blogs,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,820000,15,1920,1080,658376
14388,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,h264,5000000,29.97,480,360,221160
14389,339.667,h264,640,480,257699,Gaming,30,181,10010,0,10191,10121223,820261,0,10941484,h264,539000,29.97,1920,1080,643336
14390,645.84,vp8,320,240,95903,Gaming,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,5000000,29.97,1280,720,321316
14391,34.168,vp8,480,360,186895,Gaming,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,109000,29.97,1920,1080,635364
14392,426.945,h264,1280,720,1064703,Nonprofits & Activis,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,109000,15,1920,1080,673028
14393,163.897,flv,320,240,267032,Gaming,29,87,4826,0,4913,824159,4646573,0,5470732,h264,539000,12,1920,1080,616952
14394,110.966995,h264,480,360,397112,News & Politics,30,59,3271,0,3330,529627,4978664,0,5508291,h264,3000000,15,640,480,216820
14395,43.827,flv,320,240,272273,Sports,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,3000000,29.97,1280,720,218932
14396,64.933,flv,320,240,236793,Music,15,39,936,0,975,318954,1603007,0,1921961,mpeg4,820000,25,1920,1080,217080
14397,254.922,vp8,480,360,260667,Entertainment,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,3000000,24,1920,1080,221160
14398,255.28,flv,320,240,250276,Science & Technology,25,110,6272,0,6382,611474,7374864,0,7986338,h264,820000,15,1920,1080,630724
14399,203.198,flv,320,240,239336,People & Blogs,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,5000000,12,1280,720,221160
14400,326.583,vp8,640,480,1055982,Gaming,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,109000,25,1280,720,212772
14401,127.221664,h264,1920,1080,3080852,Travel & Events,23,70,2980,0,3050,3818903,45174992,0,48993895,vp8,242000,12,640,480,217348
14402,52.68,h264,480,360,372001,Music,25,53,1265,0,1318,870136,1579497,0,2449633,h264,242000,25,1920,1080,645704
14403,906.5983,mpeg4,176,144,56108,Howto & Style,12,187,10692,0,10879,597549,5760936,0,6358485,h264,242000,24,640,480,165668
14404,473,h264,320,240,164017,News & Politics,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,109000,25,1920,1080,645588
14405,225.08,h264,480,360,538452,People & Blogs,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,5000000,29.97,640,480,216820
14406,254.922,vp8,480,360,260667,Music,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,109000,25,1280,720,314552
14407,750.433,vp8,1280,720,794075,Gaming,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,56000,12,1920,1080,165700
14408,49.178333,mpeg4,176,144,54338,People & Blogs,7,10,334,0,344,33046,300986,0,334032,h264,5000000,12,1280,720,318284
14409,189.956,flv,320,240,231296,Comedy,29,97,5597,0,5694,580292,4911734,0,5492026,h264,5000000,12,1280,720,311416
14410,326.58832,h264,1920,1080,5999648,Entertainment,23,174,7656,0,7830,16603953,228322925,0,244926878,flv,820000,24,1920,1080,218932
14411,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,109000,12,1920,1080,647640
14412,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,flv,242000,24,1920,1080,216020
14413,39.055,h264,1920,1080,5992818,Comedy,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,820000,12,480,360,215848
14414,440.967,h264,320,240,281642,Music,30,236,12994,0,13230,2444863,13079542,0,15524405,mpeg4,56000,29.97,1280,720,219656
14415,476.957,vp8,1280,720,1387100,Gaming,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,242000,15,1280,720,165700
14416,391.08,h264,640,480,230847,Education,25,209,9569,0,9778,9023743,2261252,0,11284995,h264,539000,15,1280,720,324064
14417,286.995,h264,480,360,508160,Comedy,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,56000,29.97,1920,1080,646472
14418,37.011665,h264,1280,720,2759449,Education,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,539000,24,1280,720,219480
14419,254.922,vp8,480,360,260667,Science & Technology,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,242000,12,640,480,221160
14420,143.03334,mpeg4,176,144,51082,Sports,12,31,1685,0,1716,56405,856907,0,913312,h264,820000,24,1280,720,303456
